RECTYPE,LEA,ESTAB,URN,SCHNAME,NFTYPE,FEEDER,ICLOSE,TOT_COHORT,TOT_OVERALL,TOT_APPREN,TOT_EDUCATION,TOT_FE,TOT_HE,TOT_OTHER_EDU,TOT_EMPLOYMENT,TOT_NOT_SUSTAINED,TOT_NOT_CAPTURED,TOT_OVERALLPER,TOT_APPRENPER,TOT_EDUCATIONPER,TOT_FEPER,TOT_HEPER,TOT_OTHER_EDUPER,TOT_EMPLOYMENTPER,TOT_NOT_SUSTAINEDPER,TOT_NOT_CAPTUREDPER,TOT_COHORT_DIS,TOT_OVERALL_DIS,TOT_APPREN_DIS,TOT_EDUCATION_DIS,TOT_FE_DIS,TOT_HE_DIS,TOT_OTHER_EDU_DIS,TOT_EMPLOYMENT_DIS,TOT_NOT_SUSTAINED_DIS,TOT_NOT_CAPTURED_DIS,TOT_OVERALLPER_DIS,TOT_APPRENPER_DIS,TOT_EDUCATIONPER_DIS,TOT_FEPER_DIS,TOT_HEPER_DIS,TOT_OTHER_EDUPER_DIS,TOT_EMPLOYMENTPER_DIS,TOT_NOT_SUSTAINEDPER_DIS,TOT_NOT_CAPTUREDPER_DIS,TOT_COHORT_NONDIS,TOT_OVERALL_NONDIS,TOT_APPREN_NONDIS,TOT_EDUCATION_NONDIS,TOT_FE_NONDIS,TOT_HE_NONDIS,TOT_OTHER_EDU_NONDIS,TOT_EMPLOYMENT_NONDIS,TOT_NOT_SUSTAINED_NONDIS,TOT_NOT_CAPTURED_NONDIS,TOT_OVERALLPER_NONDIS,TOT_APPRENPER_NONDIS,TOT_EDUCATIONPER_NONDIS,TOT_FEPER_NONDIS,TOT_HEPER_NONDIS,TOT_OTHER_EDUPER_NONDIS,TOT_EMPLOYMENTPER_NONDIS,TOT_NOT_SUSTAINEDPER_NONDIS,TOT_NOT_CAPTUREDPER_NONDIS,L3_COHORT,L3_OVERALL,L3_APPREN,L3_EDUCATION,L3_FE,L3_HE,L3_OTHER_EDU,L3_EMPLOYMENT,L3_NOT_SUSTAINED,L3_NOT_CAPTURED,L3_OVERALLPER,L3_APPRENPER,L3_EDUCATIONPER,L3_FEPER,L3_HEPER,L3_OTHER_EDUPER,L3_EMPLOYMENTPER,L3_NOT_SUSTAINEDPER,L3_NOT_CAPTUREDPER,L3_COHORT_DIS,L3_OVERALL_DIS,L3_APPREN_DIS,L3_EDUCATION_DIS,L3_FE_DIS,L3_HE_DIS,L3_OTHER_EDU_DIS,L3_EMPLOYMENT_DIS,L3_NOT_SUSTAINED_DIS,L3_NOT_CAPTURED_DIS,L3_OVERALLPER_DIS,L3_APPRENPER_DIS,L3_EDUCATIONPER_DIS,L3_FEPER_DIS,L3_HEPER_DIS,L3_OTHER_EDUPER_DIS,L3_EMPLOYMENTPER_DIS,L3_NOT_SUSTAINEDPER_DIS,L3_NOT_CAPTUREDPER_DIS,L3_COHORT_NONDIS,L3_OVERALL_NONDIS,L3_APPREN_NONDIS,L3_EDUCATION_NONDIS,L3_FE_NONDIS,L3_HE_NONDIS,L3_OTHER_EDU_NONDIS,L3_EMPLOYMENT_NONDIS,L3_NOT_SUSTAINED_NONDIS,L3_NOT_CAPTURED_NONDIS,L3_OVERALLPER_NONDIS,L3_APPRENPER_NONDIS,L3_EDUCATIONPER_NONDIS,L3_FEPER_NONDIS,L3_HEPER_NONDIS,L3_OTHER_EDUPER_NONDIS,L3_EMPLOYMENTPER_NONDIS,L3_NOT_SUSTAINEDPER_NONDIS,L3_NOT_CAPTUREDPER_NONDIS,L2_COHORT,L2_OVERALL,L2_APPREN,L2_EDUCATION,L2_FE,L2_HE,L2_OTHER_EDU,L2_EMPLOYMENT,L2_NOT_SUSTAINED,L2_NOT_CAPTURED,L2_OVERALLPER,L2_APPRENPER,L2_EDUCATIONPER,L2_FEPER,L2_HEPER,L2_OTHER_EDUPER,L2_EMPLOYMENTPER,L2_NOT_SUSTAINEDPER,L2_NOT_CAPTUREDPER,L2_COHORT_DIS,L2_OVERALL_DIS,L2_APPREN_DIS,L2_EDUCATION_DIS,L2_FE_DIS,L2_HE_DIS,L2_OTHER_EDU_DIS,L2_EMPLOYMENT_DIS,L2_NOT_SUSTAINED_DIS,L2_NOT_CAPTURED_DIS,L2_OVERALLPER_DIS,L2_APPRENPER_DIS,L2_EDUCATIONPER_DIS,L2_FEPER_DIS,L2_HEPER_DIS,L2_OTHER_EDUPER_DIS,L2_EMPLOYMENTPER_DIS,L2_NOT_SUSTAINEDPER_DIS,L2_NOT_CAPTUREDPER_DIS,L2_COHORT_NONDIS,L2_OVERALL_NONDIS,L2_APPREN_NONDIS,L2_EDUCATION_NONDIS,L2_FE_NONDIS,L2_HE_NONDIS,L2_OTHER_EDU_NONDIS,L2_EMPLOYMENT_NONDIS,L2_NOT_SUSTAINED_NONDIS,L2_NOT_CAPTURED_NONDIS,L2_OVERALLPER_NONDIS,L2_APPRENPER_NONDIS,L2_EDUCATIONPER_NONDIS,L2_FEPER_NONDIS,L2_HEPER_NONDIS,L2_OTHER_EDUPER_NONDIS,L2_EMPLOYMENTPER_NONDIS,L2_NOT_SUSTAINEDPER_NONDIS,L2_NOT_CAPTUREDPER_NONDIS,LALLOTH_COHORT,LALLOTH_OVERALL,LALLOTH_APPREN,LALLOTH_EDUCATION,LALLOTH_FE,LALLOTH_HE,LALLOTH_OTHER_EDU,LALLOTH_EMPLOYMENT,LALLOTH_NOT_SUSTAINED,LALLOTH_NOT_CAPTURED,LALLOTH_OVERALLPER,LALLOTH_APPRENPER,LALLOTH_EDUCATIONPER,LALLOTH_FEPER,LALLOTH_HEPER,LALLOTH_OTHER_EDUPER,LALLOTH_EMPLOYMENTPER,LALLOTH_NOT_SUSTAINEDPER,LALLOTH_NOT_CAPTUREDPER,LALLOTH_COHORT_DIS,LALLOTH_OVERALL_DIS,LALLOTH_APPREN_DIS,LALLOTH_EDUCATION_DIS,LALLOTH_FE_DIS,LALLOTH_HE_DIS,LALLOTH_OTHER_EDU_DIS,LALLOTH_EMPLOYMENT_DIS,LALLOTH_NOT_SUSTAINED_DIS,LALLOTH_NOT_CAPTURED_DIS,LALLOTH_OVERALLPER_DIS,LALLOTH_APPRENPER_DIS,LALLOTH_EDUCATIONPER_DIS,LALLOTH_FEPER_DIS,LALLOTH_HEPER_DIS,LALLOTH_OTHER_EDUPER_DIS,LALLOTH_EMPLOYMENTPER_DIS,LALLOTH_NOT_SUSTAINEDPER_DIS,LALLOTH_NOT_CAPTUREDPER_DIS,LALLOTH_COHORT_NONDIS,LALLOTH_OVERALL_NONDIS,LALLOTH_APPREN_NONDIS,LALLOTH_EDUCATION_NONDIS,LALLOTH_FE_NONDIS,LALLOTH_HE_NONDIS,LALLOTH_OTHER_EDU_NONDIS,LALLOTH_EMPLOYMENT_NONDIS,LALLOTH_NOT_SUSTAINED_NONDIS,LALLOTH_NOT_CAPTURED_NONDIS,LALLOTH_OVERALLPER_NONDIS,LALLOTH_APPRENPER_NONDIS,LALLOTH_EDUCATIONPER_NONDIS,LALLOTH_FEPER_NONDIS,LALLOTH_HEPER_NONDIS,LALLOTH_OTHER_EDUPER_NONDIS,LALLOTH_EMPLOYMENTPER_NONDIS,LALLOTH_NOT_SUSTAINEDPER_NONDIS,LALLOTH_NOT_CAPTUREDPER_NONDIS
1,317,4029,102854,Woodbridge High School,CY,0,0,182,160,6,118,6,109,3,36,11,11,88%,3%,65%,3%,60%,2%,20%,6%,6%,29,25,1,19,2,17,0,5,1,3,86%,3%,66%,7%,59%,0%,17%,3%,10%,153,135,5,99,4,92,3,31,10,8,88%,3%,65%,3%,60%,2%,20%,7%,5%,167,148,5,115,3,109,3,28,9,10,89%,3%,69%,2%,65%,2%,17%,5%,6%,26,22,SUPP,17,0,17,0,SUPP,SUPP,SUPP,85%,SUPP,65%,0%,65%,0%,SUPP,SUPP,SUPP,141,126,SUPP,98,3,92,3,SUPP,SUPP,SUPP,89%,SUPP,70%,2%,65%,2%,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,10,8,0,1,1,0,0,7,1,1,80%,0%,10%,10%,0%,0%,70%,10%,10%,2,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP,8,SUPP,0,SUPP,SUPP,0,0,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,0%,0%,SUPP,SUPP,SUPP
1,317,4001,138518,Ark Isaac Newton Academy,AC,0,0,115,104,6,91,0,91,0,7,6,5,90%,5%,79%,0%,79%,0%,6%,5%,4%,34,29,2,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,85%,6%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,81,75,4,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,93%,5%,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,113,103,5,91,0,91,0,7,5,5,91%,4%,81%,0%,81%,0%,6%,4%,4%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4030,140575,Beal High School,ACC,0,0,416,364,19,309,2,295,12,36,32,20,88%,5%,74%,SP,71%,3%,9%,8%,5%,89,79,6,65,SUPP,SUPP,3,8,6,4,89%,7%,73%,SUPP,SUPP,3%,9%,7%,4%,327,285,13,244,SUPP,SUPP,9,28,26,16,87%,4%,75%,SUPP,SUPP,3%,9%,8%,5%,406,360,18,307,2,295,10,35,28,18,89%,4%,76%,SP,73%,2%,9%,7%,4%,88,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,6%,SUPP,318,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,23,SUPP,SUPP,SUPP,SUPP,1%,SUPP,SUPP,SUPP,7%,SUPP,6,2,1,1,0,0,1,0,3,1,33%,17%,17%,0%,0%,17%,0%,50%,17%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4032,102856,Seven Kings School,CY,0,0,248,215,18,179,1,175,3,18,19,14,87%,7%,72%,SP,71%,1%,7%,8%,6%,51,45,6,36,SUPP,35,SUPP,3,3,3,88%,12%,71%,SUPP,69%,SUPP,6%,6%,6%,197,170,12,143,SUPP,140,SUPP,15,16,11,86%,6%,73%,SUPP,71%,SUPP,8%,8%,6%,243,211,16,179,1,175,3,16,18,14,87%,7%,74%,SP,72%,1%,7%,7%,6%,48,SUPP,SUPP,36,SUPP,35,SUPP,SUPP,SUPP,3,SUPP,SUPP,75%,SUPP,73%,SUPP,SUPP,SUPP,6%,195,SUPP,SUPP,143,SUPP,140,SUPP,SUPP,SUPP,11,SUPP,SUPP,73%,SUPP,72%,SUPP,SUPP,SUPP,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4033,102857,Valentines High School,CY,0,0,219,192,7,174,0,174,0,11,16,11,88%,3%,79%,0%,79%,0%,5%,7%,5%,46,39,SUPP,SUPP,0,SUPP,0,1,SUPP,SUPP,85%,SUPP,SUPP,0%,SUPP,0%,2%,SUPP,SUPP,173,153,SUPP,SUPP,0,SUPP,0,10,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,0%,6%,SUPP,SUPP,212,188,6,174,0,174,0,8,13,11,89%,3%,82%,0%,82%,0%,4%,6%,5%,43,38,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,88%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,169,150,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,89%,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,2,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4035,102858,Mayfield School,FD,0,0,169,138,11,112,3,106,3,15,19,12,82%,7%,66%,2%,63%,2%,9%,11%,7%,65,50,5,36,SUPP,33,SUPP,9,10,5,77%,8%,55%,SUPP,51%,SUPP,14%,15%,8%,104,88,6,76,SUPP,73,SUPP,6,9,7,85%,6%,73%,SUPP,70%,SUPP,6%,9%,7%,151,132,8,111,3,105,3,13,12,7,87%,5%,74%,2%,70%,2%,9%,8%,5%,53,47,SUPP,SUPP,SUPP,SUPP,SUPP,8,5,1,89%,SUPP,SUPP,SUPP,SUPP,SUPP,15%,9%,2%,98,85,SUPP,SUPP,SUPP,SUPP,SUPP,5,7,6,87%,SUPP,SUPP,SUPP,SUPP,SUPP,5%,7%,6%,6,3,2,0,0,0,0,1,2,1,50%,33%,0%,0%,0%,0%,17%,33%,17%,4,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,2,SUPP,SUPP,0,0,0,0,SUPP,SUPP,SUPP,SUPP,SUPP,0%,0%,0%,0%,SUPP,SUPP,SUPP,12,3,1,1,0,1,0,1,5,4,25%,8%,8%,0%,8%,0%,8%,42%,33%,8,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,4,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP
1,317,4040,133405,Oaks Park High School,CY,0,0,157,141,6,118,3,114,1,17,11,5,90%,4%,75%,2%,73%,1%,11%,7%,3%,33,28,1,22,SUPP,20,SUPP,5,2,3,85%,3%,67%,SUPP,61%,SUPP,15%,6%,9%,124,113,5,96,SUPP,94,SUPP,12,9,2,91%,4%,77%,SUPP,76%,SUPP,10%,7%,2%,157,141,6,118,3,114,1,17,11,5,90%,4%,75%,2%,73%,1%,11%,7%,3%,33,28,1,22,SUPP,20,SUPP,5,2,3,85%,3%,67%,SUPP,61%,SUPP,15%,6%,9%,124,113,5,96,SUPP,94,SUPP,12,9,2,91%,4%,77%,SUPP,76%,SUPP,10%,7%,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,317,4603,102860,Trinity Catholic High School,VA,0,0,205,178,16,127,2,125,0,35,20,7,87%,8%,62%,1%,61%,0%,17%,10%,3%,21,15,SUPP,SUPP,SUPP,SUPP,0,SUPP,4,2,71%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,19%,10%,184,163,SUPP,SUPP,SUPP,SUPP,0,SUPP,16,5,89%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,9%,3%,198,174,15,127,2,125,0,32,18,6,88%,8%,64%,1%,63%,0%,16%,9%,3%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,0,0,0,0,3,2,1,57%,14%,0%,0%,0%,0%,43%,29%,14%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4604,102861,King Solomon High School,VA,0,0,93,77,2,62,0,61,1,13,9,7,83%,2%,67%,0%,66%,1%,14%,10%,8%,24,16,SUPP,13,0,SUPP,SUPP,SUPP,5,3,67%,SUPP,54%,0%,SUPP,SUPP,SUPP,21%,13%,69,61,SUPP,49,0,SUPP,SUPP,SUPP,4,4,88%,SUPP,71%,0%,SUPP,SUPP,SUPP,6%,6%,87,76,2,61,0,61,0,13,6,5,87%,2%,70%,0%,70%,0%,15%,7%,6%,22,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,65,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4605,137418,The Ursuline Academy Ilford,ACC,0,0,59,50,2,47,0,47,0,1,5,4,85%,3%,80%,0%,80%,0%,2%,8%,7%,20,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,1,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,5%,SUPP,39,SUPP,SUPP,SUPP,0,SUPP,0,SUPP,4,SUPP,SUPP,SUPP,SUPP,0%,SUPP,0%,SUPP,10%,SUPP,58,50,2,47,0,47,0,1,4,4,86%,3%,81%,0%,81%,0%,2%,7%,7%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
1,317,4800,137088,The Palmer Catholic Academy,ACC,0,0,99,82,1,65,2,63,0,16,11,6,83%,1%,66%,2%,64%,0%,16%,11%,6%,15,12,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,80%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,84,70,SUPP,SUPP,SUPP,SUPP,0,SUPP,SUPP,SUPP,83%,SUPP,SUPP,SUPP,SUPP,0%,SUPP,SUPP,SUPP,98,81,1,65,2,63,0,15,11,6,83%,1%,66%,2%,64%,0%,15%,11%,6%,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
